Date,Close/Last,Volume,Open,High,Low
11/13/23,$444.62 ,2896143,$447.25 ,$448.43 ,$442.60 
11/10/23,$447.24 ,4443284,$437.48 ,$447.48 ,$435.51 
11/9/23,$435.15 ,2735507,$438.03 ,$440.38 ,$434.35 
11/8/23,$436.65 ,2356845,$435.00 ,$438.07 ,$433.68 
11/7/23,$434.61 ,3291064,$436.18 ,$437.64 ,$431.00 
11/6/23,$434.74 ,3003235,$434.38 ,$435.03 ,$429.61 
11/3/23,$432.36 ,3667051,$428.76 ,$434.82 ,$425.53 
11/2/23,$424.71 ,4475984,$421.17 ,$426.69 ,$417.10 
11/1/23,$420.19 ,4806108,$414.77 ,$420.60 ,$414.18 
10/31/23,$411.69 ,3877623,$409.24 ,$412.52 ,$404.63 
10/30/23,$410.08 ,5317147,$402.35 ,$412.82 ,$399.41 
10/27/23,$397.87 ,4997612,$406.42 ,$410.21 ,$395.62 
10/26/23,$403.54 ,6849702,$411.42 ,$417.31 ,$401.54 
10/25/23,$411.25 ,6299587,$416.02 ,$418.84 ,$410.11 
10/24/23,$413.73 ,6459247,$409.68 ,$416.69 ,$408.39 
10/23/23,$406.84 ,7390032,$403.32 ,$407.54 ,$398.52 
10/20/23,$400.96 ,12782920,$405.63 ,$410.64 ,$398.01 
10/19/23,$401.77 ,28074420,$404.74 ,$408.95 ,$392.26 
10/18/23,$346.19 ,11429640,$351.00 ,$354.79 ,$344.73 
10/17/23,$355.72 ,5908412,$361.10 ,$362.70 ,$353.89 
10/16/23,$360.82 ,5128947,$356.21 ,$363.08 ,$354.77 
10/13/23,$355.68 ,6316320,$355.64 ,$358.93 ,$352.05 
10/12/23,$361.20 ,7376086,$366.48 ,$368.83 ,$359.05 
10/11/23,$365.93 ,9151395,$372.78 ,$377.81 ,$365.34 
10/10/23,$373.32 ,7288939,$385.58 ,$388.70 ,$372.25 
10/9/23,$385.95 ,3299802,$378.05 ,$387.17 ,$377.76 
10/6/23,$381.51 ,4778118,$368.43 ,$382.52 ,$367.77 
10/5/23,$372.59 ,5034773,$378.01 ,$378.60 ,$367.24 
10/4/23,$376.90 ,4303658,$376.50 ,$380.22 ,$373.58 
10/3/23,$376.75 ,8878134,$377.11 ,$394.90 ,$372.85 
10/2/23,$380.33 ,3102101,$377.48 ,$384.81 ,$376.80 
9/29/23,$377.60 ,4205298,$380.00 ,$382.58 ,$375.35 
9/28/23,$376.36 ,4369906,$375.60 ,$378.96 ,$371.10 
9/27/23,$377.59 ,3843521,$382.40 ,$384.22 ,$376.25 
9/26/23,$379.25 ,4089392,$382.88 ,$384.56 ,$377.36 
9/25/23,$384.80 ,3757278,$382.90 ,$386.62 ,$380.81 
9/22/23,$379.81 ,3699796,$385.00 ,$386.88 ,$378.36 
9/21/23,$384.15 ,5556388,$386.50 ,$395.90 ,$383.42 
9/20/23,$386.30 ,3866619,$397.05 ,$397.99 ,$386.12 
9/19/23,$396.20 ,4080054,$392.84 ,$398.23 ,$390.25 
9/18/23,$394.40 ,4704706,$395.50 ,$399.47 ,$392.60 
9/15/23,$396.94 ,9116745,$401.00 ,$404.70 ,$395.03 
9/14/23,$400.49 ,10709040,$410.40 ,$411.39 ,$400.00 
9/13/23,$412.24 ,11843030,$435.50 ,$438.40 ,$410.69 
9/12/23,$434.69 ,3124024,$442.85 ,$445.44 ,$434.12 
9/11/23,$445.36 ,2913767,$443.07 ,$449.89 ,$442.75 
9/8/23,$442.80 ,2704353,$443.56 ,$446.81 ,$438.85 
9/7/23,$443.14 ,2922676,$441.15 ,$444.60 ,$436.70 
9/6/23,$445.76 ,3862274,$448.61 ,$451.39 ,$440.49 
9/5/23,$448.68 ,6155865,$438.39 ,$453.45 ,$438.00 
9/1/23,$439.88 ,4793379,$437.73 ,$445.50 ,$435.93 
8/31/23,$433.68 ,3802954,$431.23 ,$437.15 ,$431.23 
8/30/23,$434.67 ,3625380,$430.85 ,$438.16 ,$428.35 
8/29/23,$429.99 ,4486703,$416.00 ,$432.17 ,$414.50 
8/28/23,$418.06 ,2928613,$418.04 ,$419.83 ,$413.27 
8/25/23,$416.03 ,5390933,$412.00 ,$419.25 ,$407.56 
8/24/23,$406.93 ,5687799,$425.41 ,$427.59 ,$406.17 
8/23/23,$427.55 ,8174732,$418.40 ,$437.02 ,$417.71 
8/22/23,$413.17 ,3603273,$409.00 ,$415.74 ,$407.40 
8/21/23,$408.29 ,3861579,$402.23 ,$409.61 ,$399.50 
8/18/23,$404.53 ,4312196,$399.33 ,$406.52 ,$398.15 
8/17/23,$403.00 ,6031469,$415.00 ,$415.24 ,$401.58 
8/16/23,$415.45 ,3967021,$423.73 ,$424.51 ,$415.25 
8/15/23,$423.70 ,3367998,$424.41 ,$429.12 ,$421.04 
8/14/23,$427.78 ,3965963,$421.99 ,$428.85 ,$418.78 
8/11/23,$421.66 ,3927914,$428.98 ,$430.63 ,$421.33 
8/10/23,$429.98 ,5467607,$431.12 ,$438.12 ,$428.69 
8/9/23,$428.90 ,3846639,$439.74 ,$440.62 ,$427.59 
8/8/23,$438.30 ,3767195,$440.36 ,$443.57 ,$435.10 
8/7/23,$440.76 ,4781303,$436.46 ,$441.11 ,$428.91 
8/4/23,$431.60 ,5441811,$433.06 ,$436.50 ,$426.27 
8/3/23,$431.00 ,6259309,$427.80 ,$441.93 ,$427.19 
8/2/23,$429.70 ,4921781,$435.23 ,$435.56 ,$426.56 
8/1/23,$438.62 ,5725544,$437.37 ,$445.25 ,$431.40 
7/31/23,$438.97 ,6587619,$426.51 ,$439.13 ,$426.30 
7/28/23,$425.78 ,6428073,$415.56 ,$427.47 ,$413.76 
7/27/23,$413.17 ,6594466,$426.90 ,$427.52 ,$411.88 
7/26/23,$422.67 ,6009242,$424.20 ,$425.26 ,$415.59 
7/25/23,$427.70 ,4859843,$427.18 ,$430.88 ,$426.13 
7/24/23,$428.37 ,8282434,$425.00 ,$428.64 ,$419.19 
7/21/23,$427.50 ,17340030,$437.37 ,$438.24 ,$423.19 
7/20/23,$437.42 ,23989710,$447.00 ,$448.50 ,$432.00 
7/19/23,$477.59 ,20996480,$476.86 ,$485.00 ,$470.00 
7/18/23,$474.80 ,13196880,$451.00 ,$478.15 ,$448.78 
7/17/23,$450.05 ,6901141,$445.57 ,$456.68 ,$445.11 
7/14/23,$441.91 ,7195860,$452.79 ,$456.48 ,$439.70 
7/13/23,$450.38 ,6157475,$447.00 ,$451.67 ,$441.18 
7/12/23,$444.05 ,5731657,$444.55 ,$445.41 ,$437.75 
7/11/23,$440.21 ,4574559,$438.65 ,$440.80 ,$431.04 
7/10/23,$441.71 ,4251737,$438.52 ,$444.41 ,$436.82 
7/7/23,$438.10 ,4165144,$438.60 ,$442.33 ,$435.84 
7/6/23,$438.84 ,4944892,$440.00 ,$442.80 ,$430.72 
7/5/23,$445.90 ,6875414,$444.91 ,$450.97 ,$439.62 
7/3/23,$441.44 ,3728461,$439.76 ,$441.55 ,$431.62 
6/30/23,$440.49 ,7346394,$431.10 ,$444.12 ,$431.10 
6/29/23,$428.24 ,4932310,$434.33 ,$437.85 ,$426.15 
6/28/23,$429.84 ,8811342,$423.10 ,$437.29 ,$422.89 
6/27/23,$417.08 ,4818066,$417.39 ,$420.88 ,$411.50 
6/26/23,$415.94 ,4640022,$422.44 ,$430.96 ,$414.90 
6/23/23,$424.02 ,8298600,$418.59 ,$425.82 ,$417.73 
6/22/23,$422.48 ,4872246,$422.93 ,$424.71 ,$418.68 
6/21/23,$424.45 ,5146441,$432.65 ,$434.55 ,$422.54 
6/20/23,$434.70 ,4762313,$430.18 ,$440.00 ,$430.00 
6/16/23,$431.96 ,8753740,$446.15 ,$447.51 ,$430.90 
6/15/23,$445.27 ,7099915,$444.10 ,$448.65 ,$439.50 
6/14/23,$440.86 ,8413089,$434.99 ,$447.33 ,$433.50 
6/13/23,$435.73 ,7820535,$430.01 ,$437.27 ,$428.40 
6/12/23,$423.97 ,5967712,$418.83 ,$424.70 ,$416.57 
6/9/23,$420.02 ,12372830,$424.50 ,$425.90 ,$414.76 
6/8/23,$409.37 ,5991087,$399.77 ,$409.54 ,$396.34 
6/7/23,$399.77 ,11932390,$410.43 ,$418.95 ,$399.23 
6/6/23,$399.29 ,4991532,$405.00 ,$405.12 ,$396.93 
6/5/23,$403.54 ,7247413,$400.47 ,$413.86 ,$400.15 
6/2/23,$400.47 ,5902381,$402.89 ,$406.58 ,$395.90 
6/1/23,$403.13 ,7160145,$397.41 ,$407.52 ,$393.08 
5/31/23,$395.23 ,6988047,$391.89 ,$396.26 ,$388.91 
5/30/23,$392.98 ,10864990,$397.48 ,$405.11 ,$385.79 
5/26/23,$378.88 ,9360436,$361.10 ,$383.76 ,$356.00 
5/25/23,$359.00 ,6263105,$359.61 ,$367.45 ,$357.42 
5/24/23,$364.85 ,7973316,$356.93 ,$367.15 ,$356.63 
5/23/23,$355.99 ,6866078,$360.24 ,$364.17 ,$354.31 
5/22/23,$363.01 ,5406420,$365.36 ,$372.01 ,$362.50 
5/19/23,$365.36 ,7859703,$369.86 ,$369.99 ,$363.81 
5/18/23,$371.29 ,20925240,$347.25 ,$375.87 ,$346.37 
5/17/23,$339.96 ,3958807,$331.76 ,$341.38 ,$329.62 
5/16/23,$333.75 ,3334863,$334.00 ,$335.17 ,$331.91 
5/15/23,$335.89 ,3652970,$340.62 ,$341.90 ,$335.54 
5/12/23,$339.89 ,6082360,$344.76 ,$348.17 ,$337.36 
5/11/23,$344.76 ,8033531,$334.98 ,$345.47 ,$331.84 
5/10/23,$335.42 ,4289897,$335.21 ,$337.11 ,$329.51 
5/9/23,$332.14 ,5544852,$330.67 ,$336.32 ,$329.74 
5/8/23,$331.21 ,5488593,$322.99 ,$332.56 ,$322.03 
5/5/23,$322.76 ,3990637,$323.61 ,$324.15 ,$319.44 
5/4/23,$320.78 ,3879657,$319.01 ,$323.61 ,$317.95 
5/3/23,$319.30 ,5064057,$317.55 ,$324.62 ,$315.85 
5/2/23,$317.55 ,4318612,$325.00 ,$326.07 ,$315.62 
5/1/23,$324.12 ,5341484,$329.44 ,$331.23 ,$318.09 
4/28/23,$329.93 ,4228374,$325.24 ,$330.81 ,$324.00 
4/27/23,$325.85 ,5618768,$324.30 ,$327.45 ,$317.44 
4/26/23,$321.15 ,4623238,$321.36 ,$325.90 ,$320.47 
4/25/23,$322.55 ,5426642,$328.50 ,$328.66 ,$321.10 
4/24/23,$329.02 ,5586627,$330.20 ,$334.66 ,$326.75 
4/21/23,$327.98 ,6348000,$323.00 ,$328.29 ,$319.50 
4/20/23,$325.35 ,9947800,$320.39 ,$331.43 ,$318.33 
4/19/23,$323.12 ,22128270,$324.21 ,$325.75 ,$316.10 
4/18/23,$333.70 ,17944500,$335.00 ,$337.19 ,$330.50 
4/17/23,$332.72 ,6136047,$338.00 ,$338.39 ,$327.50 
4/14/23,$338.63 ,5350508,$342.94 ,$344.85 ,$336.41 
4/13/23,$346.19 ,7406437,$339.99 ,$346.43 ,$338.75 
4/12/23,$331.03 ,3965440,$340.81 ,$342.80 ,$330.04 
4/11/23,$338.21 ,4044778,$343.45 ,$347.14 ,$337.64 
4/10/23,$338.99 ,2657898,$335.27 ,$339.88 ,$333.36 
4/6/23,$339.33 ,4660542,$339.34 ,$340.48 ,$332.63 
4/5/23,$342.35 ,4205545,$345.30 ,$345.43 ,$336.25 
4/4/23,$346.75 ,3298072,$348.49 ,$349.80 ,$343.95 
4/3/23,$348.28 ,4413650,$341.83 ,$348.58 ,$340.40 
3/31/23,$345.48 ,5610161,$340.05 ,$345.84 ,$337.20 
3/30/23,$338.43 ,7131468,$340.27 ,$343.29 ,$335.30 
3/29/23,$332.03 ,6287336,$326.29 ,$332.85 ,$325.73 
3/28/23,$323.52 ,6489388,$326.06 ,$333.32 ,$321.28 
3/27/23,$327.66 ,8625763,$327.55 ,$336.44 ,$324.41 
3/24/23,$328.39 ,13004090,$320.63 ,$331.83 ,$320.63 
3/23/23,$320.37 ,15653350,$304.68 ,$322.78 ,$304.14 
3/22/23,$293.90 ,5808035,$306.31 ,$306.45 ,$293.54 
3/21/23,$305.79 ,4886279,$306.32 ,$307.92 ,$300.43 
3/20/23,$305.13 ,5113430,$299.79 ,$307.50 ,$296.00 
3/17/23,$303.50 ,6918777,$310.06 ,$310.76 ,$300.00 
3/16/23,$310.06 ,7912371,$304.75 ,$316.60 ,$301.71 
3/15/23,$303.79 ,9215340,$292.51 ,$306.31 ,$292.28 
3/14/23,$294.94 ,5956692,$295.97 ,$297.45 ,$290.31 
3/13/23,$293.51 ,6292385,$287.34 ,$299.24 ,$285.33 
3/10/23,$292.76 ,5759315,$297.91 ,$298.79 ,$289.00 
3/9/23,$297.78 ,7443350,$312.08 ,$312.51 ,$294.88 
3/8/23,$311.79 ,3479474,$309.29 ,$311.83 ,$305.75 
3/7/23,$308.47 ,4553082,$312.68 ,$314.30 ,$306.62 
3/6/23,$312.03 ,5660743,$317.00 ,$323.30 ,$311.84 
3/3/23,$315.18 ,5953319,$315.45 ,$317.49 ,$310.82 
3/2/23,$311.88 ,4921053,$310.96 ,$315.57 ,$310.38 
3/1/23,$313.48 ,4911311,$321.55 ,$326.60 ,$312.36 
2/28/23,$322.13 ,3676075,$323.70 ,$327.62 ,$321.17 
2/27/23,$323.03 ,6142580,$323.87 ,$330.00 ,$322.12 
2/24/23,$317.15 ,6830692,$319.30 ,$321.50 ,$314.52 
2/23/23,$323.65 ,13238670,$331.23 ,$331.28 ,$314.30 
2/22/23,$334.88 ,4546249,$337.50 ,$341.91 ,$332.82 
2/21/23,$337.50 ,5710292,$342.85 ,$344.13 ,$336.42 
2/17/23,$347.96 ,5294727,$347.91 ,$349.00 ,$342.44 
2/16/23,$350.71 ,5215726,$355.00 ,$361.50 ,$350.31 
2/15/23,$361.42 ,3969945,$356.63 ,$362.88 ,$354.24 
2/14/23,$359.96 ,4624758,$357.55 ,$363.75 ,$353.40 
2/13/23,$358.57 ,7134445,$349.50 ,$359.70 ,$344.25 
2/10/23,$347.36 ,7291096,$359.16 ,$362.14 ,$347.14 
2/9/23,$362.50 ,6901100,$372.41 ,$373.83 ,$361.74 
2/8/23,$366.83 ,6253179,$360.02 ,$368.19 ,$358.31 
2/7/23,$362.95 ,6289368,$358.51 ,$364.18 ,$354.18 
2/6/23,$361.48 ,4994942,$363.64 ,$368.45 ,$360.68 
2/3/23,$365.90 ,9402034,$359.08 ,$379.43 ,$359.00 
2/2/23,$366.89 ,7856952,$365.16 ,$368.32 ,$358.43 
2/1/23,$361.99 ,8005170,$353.86 ,$365.39 ,$349.91 
1/31/23,$353.86 ,5660738,$349.98 ,$355.95 ,$348.71 
1/30/23,$353.11 ,5127593,$358.44 ,$360.95 ,$352.86 
1/27/23,$360.77 ,6703548,$363.20 ,$365.92 ,$360.59 
1/26/23,$364.87 ,8256844,$368.77 ,$369.02 ,$361.70 
1/25/23,$367.96 ,7766907,$360.57 ,$368.90 ,$358.50 
1/24/23,$363.83 ,11796530,$357.53 ,$365.65 ,$355.14 
1/23/23,$357.42 ,15646850,$341.72 ,$362.25 ,$340.63 
1/20/23,$342.50 ,28430340,$336.79 ,$344.00 ,$332.63 
1/19/23,$315.78 ,18008200,$322.57 ,$324.89 ,$313.39 
1/18/23,$326.33 ,7814115,$326.75 ,$330.08 ,$321.25 
1/17/23,$326.22 ,9246987,$331.08 ,$332.50 ,$323.60 
1/13/23,$332.82 ,8286816,$329.97 ,$336.65 ,$328.89 
1/12/23,$330.13 ,10856250,$332.50 ,$332.95 ,$323.14 
1/11/23,$327.26 ,9579681,$326.50 ,$328.88 ,$321.35 
1/10/23,$327.54 ,13072290,$311.07 ,$329.35 ,$311.07 
1/9/23,$315.17 ,6766628,$316.83 ,$321.70 ,$313.22 
1/6/23,$315.55 ,8959839,$311.57 ,$316.77 ,$303.69 
1/5/23,$309.70 ,8328390,$307.00 ,$314.18 ,$304.55 
1/4/23,$309.41 ,9345054,$298.24 ,$311.14 ,$295.51 
1/3/23,$294.95 ,6763964,$298.06 ,$298.39 ,$288.70 
12/30/22,$294.88 ,7566892,$285.53 ,$295.01 ,$283.22 
12/29/22,$291.12 ,9588527,$283.18 ,$295.50 ,$281.01 
12/28/22,$276.88 ,5964369,$281.92 ,$285.19 ,$273.41 
12/27/22,$284.17 ,5778098,$293.19 ,$293.57 ,$282.13 
12/23/22,$294.97 ,4251108,$296.18 ,$298.46 ,$291.91 
12/22/22,$297.75 ,7856192,$298.09 ,$298.88 ,$290.81 
12/21/22,$297.96 ,6376173,$289.99 ,$300.66 ,$286.50 
12/20/22,$288.19 ,6918114,$281.24 ,$289.28 ,$280.81 
12/19/22,$288.30 ,6163667,$289.73 ,$292.25 ,$286.13 
12/16/22,$290.71 ,14080050,$288.76 ,$294.72 ,$288.70 
12/15/22,$290.41 ,17724560,$302.12 ,$303.39 ,$286.55 
12/14/22,$317.83 ,7543291,$318.97 ,$324.71 ,$314.42 
12/13/22,$320.34 ,10756430,$328.00 ,$332.72 ,$317.20 
12/12/22,$315.18 ,10148610,$320.00 ,$323.18 ,$308.85 
12/9/22,$320.01 ,14364030,$321.45 ,$329.00 ,$319.52 
12/8/22,$310.26 ,7205326,$309.11 ,$312.38 ,$304.81 
12/7/22,$308.42 ,7821634,$306.50 ,$309.61 ,$302.10 
12/6/22,$305.56 ,7195395,$311.00 ,$313.22 ,$303.13 
12/5/22,$312.59 ,8423029,$316.46 ,$322.77 ,$310.92 
12/2/22,$320.41 ,12690600,$310.49 ,$321.99 ,$310.00 
12/1/22,$316.95 ,14664870,$303.99 ,$319.80 ,$303.03 
11/30/22,$305.53 ,16070120,$281.37 ,$308.26 ,$280.41 
11/29/22,$280.96 ,5786874,$282.50 ,$282.96 ,$275.94 
11/28/22,$281.17 ,4707049,$284.00 ,$289.55 ,$280.53 
11/25/22,$285.54 ,3235953,$289.00 ,$289.21 ,$284.17 
11/23/22,$291.50 ,5918988,$285.91 ,$292.47 ,$283.76 
11/22/22,$286.69 ,6245119,$284.99 ,$286.98 ,$277.34 
11/21/22,$285.05 ,7256507,$291.00 ,$291.87 ,$282.66 
11/18/22,$287.98 ,8400108,$297.33 ,$298.00 ,$287.00 
11/17/22,$295.28 ,9838220,$294.72 ,$299.82 ,$291.00 
11/16/22,$306.02 ,8038556,$309.94 ,$310.49 ,$303.61 
11/15/22,$310.20 ,14626930,$309.20 ,$312.71 ,$302.55 
11/14/22,$299.27 ,17973400,$290.00 ,$311.00 ,$288.19 
11/11/22,$290.13 ,9573834,$274.47 ,$290.66 ,$271.56 
11/10/22,$274.97 ,9667323,$265.99 ,$275.36 ,$260.09 
11/9/22,$254.66 ,7265994,$259.66 ,$260.90 ,$254.22 
11/8/22,$263.46 ,7683826,$259.92 ,$266.08 ,$256.88 
11/7/22,$258.60 ,7927033,$261.06 ,$261.16 ,$252.09 
11/4/22,$260.79 ,11124690,$272.02 ,$274.97 ,$255.32 
11/3/22,$269.06 ,7057350,$271.25 ,$276.29 ,$268.80 
11/2/22,$273.00 ,10367620,$286.40 ,$287.33 ,$272.84 
11/1/22,$286.75 ,6916424,$296.17 ,$299.70 ,$286.42 
10/31/22,$291.88 ,7505133,$295.13 ,$297.62 ,$289.50 
10/28/22,$295.72 ,9960547,$297.70 ,$301.19 ,$292.29 
10/27/22,$296.94 ,14612590,$298.33 ,$305.21 ,$294.78 
10/26/22,$298.62 ,15749250,$290.04 ,$305.63 ,$288.04 
10/25/22,$291.02 ,15100720,$286.95 ,$297.59 ,$285.55 
10/24/22,$282.45 ,13326420,$290.23 ,$290.49 ,$280.36 
10/21/22,$289.57 ,24889060,$268.95 ,$290.75 ,$265.68 
10/20/22,$268.16 ,17207100,$272.78 ,$278.38 ,$266.38 
10/19/22,$272.38 ,46685260,$265.00 ,$279.30 ,$262.66 
10/18/22,$240.86 ,25776730,$249.80 ,$250.37 ,$237.73 
10/17/22,$245.10 ,21057820,$234.41 ,$249.92 ,$234.40 
10/14/22,$230.00 ,15293400,$237.80 ,$238.80 ,$229.51 
10/13/22,$232.51 ,17505010,$212.69 ,$234.47 ,$211.73 
10/12/22,$220.87 ,12952640,$214.30 ,$223.67 ,$212.64 
10/11/22,$214.29 ,15282410,$226.05 ,$230.44 ,$213.70 
10/10/22,$229.98 ,9991145,$225.64 ,$233.83 ,$224.23 
10/7/22,$224.75 ,9806128,$235.77 ,$237.33 ,$224.28 
10/6/22,$240.02 ,9188940,$236.68 ,$244.28 ,$233.91 
10/5/22,$236.73 ,10825630,$238.76 ,$241.59 ,$227.38 
10/4/22,$240.74 ,13925850,$244.84 ,$245.80 ,$233.25 
10/3/22,$239.04 ,8657443,$237.85 ,$241.54 ,$232.85 
9/30/22,$235.44 ,11848610,$237.00 ,$242.44 ,$233.26 
9/29/22,$239.71 ,18994940,$241.61 ,$246.98 ,$235.68 
9/28/22,$245.20 ,17579670,$229.69 ,$246.65 ,$227.38 
9/27/22,$224.36 ,7762223,$228.63 ,$230.64 ,$220.72 
9/26/22,$224.07 ,8234285,$225.60 ,$232.70 ,$223.01 
9/23/22,$226.41 ,11207230,$235.14 ,$236.45 ,$221.43 
9/22/22,$237.05 ,10017970,$235.35 ,$240.50 ,$231.66 
9/21/22,$236.87 ,9166772,$242.67 ,$248.30 ,$236.68 
9/20/22,$242.85 ,16037430,$240.37 ,$250.49 ,$239.66 
9/19/22,$243.63 ,17912370,$245.05 ,$245.25 ,$235.75 
9/16/22,$240.13 ,18914180,$231.22 ,$241.36 ,$227.83 
9/15/22,$235.38 ,19454120,$230.47 ,$242.29 ,$229.10 
9/14/22,$224.12 ,8230340,$219.82 ,$228.00 ,$215.80 
9/13/22,$218.13 ,8000128,$226.50 ,$227.69 ,$217.72 
9/12/22,$236.53 ,6047425,$233.61 ,$239.49 ,$233.37 
9/9/22,$233.57 ,6702060,$229.62 ,$234.78 ,$229.62 
9/8/22,$227.44 ,6737436,$224.16 ,$228.74 ,$221.30 
9/7/22,$228.96 ,8149329,$220.21 ,$229.33 ,$218.27 
9/6/22,$218.39 ,7469016,$225.59 ,$226.85 ,$214.69 
9/2/22,$226.11 ,8164883,$231.03 ,$233.88 ,$225.04 
9/1/22,$230.04 ,7292917,$220.72 ,$230.37 ,$219.47 
8/31/22,$223.56 ,8615906,$227.00 ,$233.88 ,$223.43 
8/30/22,$220.65 ,5740434,$226.66 ,$229.79 ,$218.74 
8/29/22,$224.57 ,7109397,$221.93 ,$229.87 ,$221.52 
8/26/22,$223.28 ,5349848,$233.63 ,$236.95 ,$223.15 
8/25/22,$233.98 ,3766867,$230.24 ,$234.16 ,$229.00 
8/24/22,$229.61 ,5426316,$225.66 ,$234.10 ,$223.94 
8/23/22,$224.55 ,5276945,$226.46 ,$229.90 ,$224.30 
8/22/22,$226.54 ,8630094,$232.55 ,$233.48 ,$224.59 
8/19/22,$241.16 ,7504707,$240.95 ,$243.29 ,$235.68 
8/18/22,$245.17 ,5280387,$241.96 ,$246.48 ,$239.28 
8/17/22,$241.15 ,5627224,$241.18 ,$244.24 ,$237.56 
8/16/22,$245.69 ,5136806,$247.16 ,$249.29 ,$244.03 
8/15/22,$249.11 ,6527391,$248.11 ,$251.99 ,$247.51 
8/12/22,$249.30 ,6098531,$244.81 ,$249.41 ,$243.76 
8/11/22,$242.70 ,8780062,$244.68 ,$251.62 ,$241.51 
8/10/22,$244.11 ,9254760,$236.99 ,$244.54 ,$236.60 
8/9/22,$229.94 ,6181194,$231.62 ,$232.20 ,$224.65 
8/8/22,$233.49 ,10997410,$227.49 ,$241.96 ,$226.41 
8/5/22,$226.78 ,5539733,$225.30 ,$228.62 ,$222.87 
8/4/22,$229.91 ,7142741,$227.68 ,$232.07 ,$225.05 
8/3/22,$226.73 ,6400701,$224.79 ,$228.10 ,$222.42 
8/2/22,$221.42 ,6361327,$222.76 ,$228.20 ,$220.88 
8/1/22,$226.21 ,5525044,$223.10 ,$228.39 ,$221.00 
7/29/22,$224.90 ,9064937,$223.29 ,$230.75 ,$222.40 
7/28/22,$226.02 ,8972738,$224.60 ,$228.10 ,$219.67 
7/27/22,$226.75 ,10508390,$216.48 ,$227.78 ,$214.58 
7/26/22,$213.91 ,9508532,$216.66 ,$219.39 ,$211.64 
7/25/22,$218.51 ,10935250,$221.31 ,$225.23 ,$216.35 
7/22/22,$220.44 ,17805450,$222.38 ,$229.35 ,$218.44 
7/21/22,$223.88 ,23430120,$214.30 ,$224.32 ,$211.50 
7/20/22,$216.44 ,53920270,$208.17 ,$216.97 ,$200.10 
7/19/22,$201.63 ,28178720,$193.02 ,$201.97 ,$188.40 
7/18/22,$190.92 ,16322850,$192.50 ,$199.67 ,$189.80 
7/15/22,$189.11 ,16319120,$175.58 ,$189.22 ,$174.56 
7/14/22,$174.78 ,9039457,$175.56 ,$177.52 ,$171.82 
7/13/22,$176.56 ,12734420,$170.50 ,$179.18 ,$169.70 
7/12/22,$174.45 ,6845264,$177.33 ,$179.78 ,$173.42 
7/11/22,$177.34 ,6048447,$184.73 ,$184.99 ,$176.89 
7/8/22,$186.98 ,5835680,$186.02 ,$189.91 ,$182.75 
7/7/22,$189.27 ,6334545,$184.27 ,$190.21 ,$183.50 
7/6/22,$184.06 ,5753385,$185.20 ,$186.22 ,$180.82 
7/5/22,$185.88 ,7339023,$176.28 ,$185.92 ,$172.68 
7/1/22,$179.95 ,5201583,$176.49 ,$180.10 ,$174.27 
6/30/22,$174.87 ,7894710,$177.07 ,$179.45 ,$170.30 
6/29/22,$178.36 ,5766847,$179.55 ,$180.67 ,$175.10 
6/28/22,$179.60 ,7201897,$189.20 ,$192.20 ,$179.37 
6/27/22,$189.14 ,8363879,$191.77 ,$191.78 ,$182.39 
6/24/22,$190.85 ,12423970,$183.50 ,$191.19 ,$181.84 
6/23/22,$181.71 ,9538226,$180.50 ,$182.76 ,$175.87 
6/22/22,$178.89 ,12010620,$170.75 ,$182.82 ,$170.20 
6/21/22,$170.91 ,12177590,$177.60 ,$178.62 ,$169.80 
6/17/22,$175.51 ,12133370,$173.63 ,$179.65 ,$173.34 
6/16/22,$173.35 ,8201306,$174.00 ,$176.27 ,$171.56 
6/15/22,$180.11 ,12396040,$169.26 ,$183.85 ,$168.53 
6/14/22,$167.54 ,11555320,$169.75 ,$172.06 ,$164.28 
6/13/22,$169.69 ,10222410,$177.07 ,$179.09 ,$168.96 
6/10/22,$182.94 ,13074280,$182.64 ,$185.86 ,$180.85 
6/9/22,$192.77 ,6948967,$200.65 ,$201.69 ,$192.54 
6/8/22,$202.83 ,7244121,$197.95 ,$207.38 ,$197.64 
6/7/22,$198.61 ,4839491,$194.87 ,$199.60 ,$193.00 
6/6/22,$197.14 ,5372043,$202.09 ,$203.87 ,$195.38 
6/3/22,$198.98 ,7191775,$200.14 ,$202.95 ,$198.05 
6/2/22,$205.09 ,9623121,$192.02 ,$205.47 ,$191.72 
6/1/22,$192.91 ,8416151,$198.70 ,$202.74 ,$191.66 
5/31/22,$197.44 ,11398460,$196.18 ,$199.95 ,$190.80 
5/27/22,$195.19 ,8585987,$193.19 ,$195.25 ,$190.37 
5/26/22,$191.40 ,8049933,$186.49 ,$192.34 ,$183.09 
5/25/22,$187.83 ,8522092,$180.28 ,$188.87 ,$180.17 
5/24/22,$180.34 ,7706372,$182.00 ,$184.00 ,$177.17 
5/23/22,$187.44 ,9602027,$186.15 ,$187.66 ,$177.89 
5/20/22,$186.35 ,10429400,$185.87 ,$190.19 ,$179.77 
5/19/22,$183.48 ,10448510,$178.05 ,$186.30 ,$175.71 
5/18/22,$177.19 ,9665632,$186.72 ,$187.70 ,$176.27 
5/17/22,$190.56 ,9876685,$189.17 ,$191.40 ,$185.17 
5/16/22,$186.51 ,16145010,$193.30 ,$195.89 ,$185.70 
